"0.0","0.8660254037844387"
"0.01","0.866025406756595"
"0.02","0.8660254491511528"
"0.03","0.8660256311289675"
"0.04","0.8660261158235152"
"0.05","0.8660271237717388"
"0.06","0.8660289250798755"
"0.07","0.8660318294516175"
"0.08","0.8660361742199697"
"0.09","0.8660423101884908"
"0.1","0.8660505862487166"
"0.11","0.8660613322133666"
"0.12","0.8660748401034888"
"0.13","0.8660913451338366"
"0.14","0.866111006386308"
"0.15","0.8661338877267224"
"0.16","0.8661599396368446"
"0.17","0.8661889830455969"
"0.18","0.8662206957998224"
"0.19","0.8662546031664115"
"0.2","0.8662900724439723"
"0.21","0.8663263135079633"
"0.22","0.8663623868062678"
"0.23","0.866397217408976"
"0.24","0.8664296199626522"
"0.25","0.8664583309133264"
"0.26","0.8664820505813509"
"0.27","0.8664994947086772"
"0.28","0.8665094567894625"
"0.29","0.8665108769759419"
"0.3","0.8665029173922592"
"0.31","0.8664850491091926"
"0.32","0.8664571337548141"
"0.33","0.8664195105728136"
"0.34","0.8663730782392065"
"0.35000000000000003","0.8663193672696332"
"0.36","0.8662605972800941"
"0.37","0.8661997108580162"
"0.38","0.8661403733566743"
"0.39","0.8660869241593522"
"0.4","0.8660442594963115"
"0.41000000000000003","0.8660176189706265"
"0.42","0.8660122352455407"
"0.43","0.8660327805812713"
"0.44","0.8660825440244672"
"0.45","0.8661621530896502"
"0.46","0.8662676721268466"
"0.47000000000000003","0.8663877195829932"
"0.48","0.8664990850655133"
"0.49","0.866560037504316"
"0.5","0.8665000947817261"
"0.51","0.8662045054464589"
"0.52","0.8654912914299738"
"0.53","0.8640792874072712"
"0.54","0.8615494550218751"
"0.55","0.8573130423258375"
"0.56","0.8506207648665549"
"0.5700000000000001","0.8406608145929166"
"0.58","0.8267544403326766"
"0.59","0.808555986612737"
"0.6","0.7861200286690939"
"0.61","0.7598081379259438"
"0.62","0.7301324545254319"
"0.63","0.6976304327600578"
"0.64","0.6627972552654497"
"0.65","0.626061311092032"
"0.66","0.5877823024402633"
"0.67","0.548258412239846"
"0.68","0.5077357237824737"
"0.6900000000000001","0.46641707996459375"
"0.7000000000000001","0.42446949245788695"
"0.71","0.3820300169198099"
"0.72","0.3392102986064911"
"0.73","0.2961000633798485"
"0.74","0.2527698180426088"
"0.75","0.20927298778035552"
"0.76","0.16564767871425756"
"0.77","0.12191821676395875"
"0.78","0.07809658149067766"
"0.79","0.03418382416340082"
"0.8","-0.009828467952799569"
"0.81","-0.05395662466203299"
"0.8200000000000001","-0.09822325119411657"
